placename,year_month,common_name,n_detections,sampling_days
BCAM24,2025-03,North American River Otter,0,31
BCAM24,2025-03,Northern Elephant Seal,0,31
BCAM24,2025-03,Northern Raccoon,0,31
BCAM24,2025-03,Striped Skunk,0,31
BCAM24,2025-03,Brush Rabbit,0,31
BCAM24,2025-03,Californian Sea Lion,0,31
BCAM24,2025-03,Domestic Cattle,0,31
BCAM24,2025-03,Elk,0,31
BCAM24,2025-03,Black-tailed Jackrabbit,0,31
BCAM24,2025-04,American Badger,0,30
BCAM24,2025-04,Bobcat,1,30
BCAM24,2025-04,Coyote,1,30
BCAM24,2025-04,Domestic Dog,0,30
BCAM24,2025-04,Human,7,30
BCAM24,2025-04,Human-Camera Trapper,2,30
BCAM24,2025-04,Mule Deer,0,30
BCAM24,2025-04,North American River Otter,0,30
BCAM24,2025-04,Northern Elephant Seal,0,30
BCAM24,2025-04,Northern Raccoon,0,30
BCAM24,2025-04,Striped Skunk,0,30
BCAM24,2025-04,Brush Rabbit,0,30
BCAM24,2025-04,Californian Sea Lion,0,30
BCAM24,2025-04,Domestic Cattle,0,30
BCAM24,2025-04,Elk,0,30
BCAM24,2025-04,Black-tailed Jackrabbit,0,30
BCAM24,2025-09,American Badger,0,30
BCAM24,2025-09,Bobcat,1,30
BCAM24,2025-09,Coyote,1,30
BCAM24,2025-09,Domestic Dog,1,30
BCAM24,2025-09,Human,3,30
BCAM24,2025-09,Human-Camera Trapper,2,30
BCAM24,2025-09,Mule Deer,0,30
BCAM24,2025-09,North American River Otter,0,30
BCAM24,2025-09,Northern Elephant Seal,0,30
BCAM24,2025-09,Northern Raccoon,1,30
BCAM24,2025-09,Striped Skunk,0,30
BCAM24,2025-09,Brush Rabbit,0,30
BCAM24,2025-09,Californian Sea Lion,0,30
BCAM24,2025-09,Domestic Cattle,0,30
BCAM24,2025-09,Elk,0,30
BCAM24,2025-09,Black-tailed Jackrabbit,0,30
BCAM24,2025-01,American Badger,0,28
BCAM24,2025-01,Bobcat,0,28
BCAM24,2025-01,Coyote,4,28
BCAM24,2025-01,Domestic Dog,3,28
BCAM24,2025-01,Human,7,28
BCAM24,2025-01,Human-Camera Trapper,1,28
BCAM24,2025-01,Mule Deer,0,28
BCAM24,2025-01,North American River Otter,0,28
BCAM24,2025-01,Northern Elephant Seal,0,28
BCAM24,2025-01,Northern Raccoon,0,28
BCAM24,2025-01,Striped Skunk,0,28
BCAM24,2025-01,Brush Rabbit,0,28
BCAM24,2025-01,Californian Sea Lion,0,28
BCAM24,2025-01,Domestic Cattle,0,28
BCAM24,2025-01,Elk,0,28
BCAM24,2025-01,Black-tailed Jackrabbit,0,28
BCAM24,2025-05,American Badger,0,31
BCAM24,2025-05,Bobcat,0,31
BCAM24,2025-05,Coyote,1,31
BCAM24,2025-05,Domestic Dog,2,31
BCAM24,2025-05,Human,11,31
BCAM24,2025-05,Human-Camera Trapper,0,31
BCAM24,2025-05,Mule Deer,1,31
BCAM24,2025-05,North American River Otter,0,31
BCAM24,2025-05,Northern Elephant Seal,0,31
BCAM24,2025-05,Northern Raccoon,0,31
BCAM24,2025-05,Striped Skunk,0,31
BCAM24,2025-05,Brush Rabbit,0,31
BCAM24,2025-05,Californian Sea Lion,0,31
BCAM24,2025-05,Domestic Cattle,0,31
BCAM24,2025-05,Elk,0,31
BCAM24,2025-05,Black-tailed Jackrabbit,0,31
BCAM24,2025-06,American Badger,0,27
BCAM24,2025-06,Bobcat,0,27
BCAM24,2025-06,Coyote,1,27
BCAM24,2025-06,Domestic Dog,1,27
BCAM24,2025-06,Human,8,27
BCAM24,2025-06,Human-Camera Trapper,3,27
BCAM24,2025-06,Mule Deer,0,27
BCAM24,2025-06,North American River Otter,0,27
BCAM24,2025-06,Northern Elephant Seal,0,27
BCAM24,2025-06,Northern Raccoon,0,27
BCAM24,2025-06,Striped Skunk,0,27
BCAM24,2025-06,Brush Rabbit,0,27
BCAM24,2025-06,Californian Sea Lion,0,27
BCAM24,2025-06,Domestic Cattle,0,27
BCAM24,2025-06,Elk,0,27
BCAM24,2025-06,Black-tailed Jackrabbit,0,27
BCAM24,2025-08,American Badger,0,27
BCAM24,2025-08,Bobcat,0,27
BCAM24,2025-08,Coyote,8,27
BCAM24,2025-08,Domestic Dog,2,27
BCAM24,2025-08,Human,7,27
BCAM24,2025-08,Human-Camera Trapper,0,27
BCAM24,2025-08,Mule Deer,0,27
BCAM24,2025-08,North American River Otter,0,27
BCAM24,2025-08,Northern Elephant Seal,0,27
BCAM24,2025-08,Northern Raccoon,0,27
BCAM24,2025-08,Striped Skunk,0,27
BCAM24,2025-08,Brush Rabbit,0,27
BCAM24,2025-08,Californian Sea Lion,0,27
BCAM24,2025-08,Domestic Cattle,0,27
BCAM24,2025-08,Elk,0,27
BCAM24,2025-08,Black-tailed Jackrabbit,0,27
BCAM24,2025-10,American Badger,0,31
BCAM24,2025-10,Bobcat,0,31
BCAM24,2025-10,Coyote,3,31
BCAM24,2025-10,Domestic Dog,1,31
BCAM24,2025-10,Human,5,31
BCAM24,2025-10,Human-Camera Trapper,2,31
BCAM24,2025-10,Mule Deer,0,31
BCAM24,2025-10,North American River Otter,0,31
BCAM24,2025-10,Northern Elephant Seal,0,31
BCAM24,2025-10,Northern Raccoon,0,31
BCAM24,2025-10,Striped Skunk,0,31
BCAM24,2025-10,Brush Rabbit,0,31
BCAM24,2025-10,Californian Sea Lion,0,31
BCAM24,2025-10,Domestic Cattle,0,31
BCAM24,2025-10,Elk,0,31
BCAM24,2025-10,Black-tailed Jackrabbit,0,31
BCAM24,2025-11,American Badger,0,30
BCAM24,2025-11,Bobcat,0,30
BCAM24,2025-11,Coyote,2,30
BCAM24,2025-11,Domestic Dog,0,30
BCAM24,2025-11,Human,7,30
BCAM24,2025-11,Human-Camera Trapper,0,30
BCAM24,2025-11,Mule Deer,0,30
BCAM24,2025-11,North American River Otter,0,30
BCAM24,2025-11,Northern Elephant Seal,0,30
BCAM24,2025-11,Northern Raccoon,0,30
BCAM24,2025-11,Striped Skunk,0,30
BCAM24,2025-11,Brush Rabbit,0,30
BCAM24,2025-11,Californian Sea Lion,0,30
BCAM24,2025-11,Domestic Cattle,0,30
BCAM24,2025-11,Elk,0,30
BCAM24,2025-11,Black-tailed Jackrabbit,0,30
BCAM24,2026-01,American Badger,0,31
BCAM24,2026-01,Bobcat,0,31
BCAM24,2026-01,Coyote,2,31
BCAM24,2026-01,Domestic Dog,1,31
BCAM24,2026-01,Human,14,31
BCAM24,2026-01,Human-Camera Trapper,2,31
BCAM24,2026-01,Mule Deer,0,31
BCAM24,2026-01,North American River Otter,0,31
BCAM24,2026-01,Northern Elephant Seal,0,31
BCAM24,2026-01,Northern Raccoon,6,31
BCAM24,2026-01,Striped Skunk,0,31
BCAM24,2026-01,Brush Rabbit,0,31
BCAM24,2026-01,Californian Sea Lion,0,31
BCAM24,2026-01,Domestic Cattle,0,31
BCAM24,2026-01,Elk,0,31
BCAM24,2026-01,Black-tailed Jackrabbit,0,31
BCAM24,2026-05,American Badger,0,31
BCAM24,2026-05,Bobcat,0,31
BCAM24,2026-05,Coyote,2,31
BCAM24,2026-05,Domestic Dog,1,31
BCAM24,2026-05,Human,8,31
BCAM24,2026-05,Human-Camera Trapper,1,31
BCAM24,2026-05,Mule Deer,0,31
BCAM24,2026-05,North American River Otter,0,31
BCAM24,2026-05,Northern Elephant Seal,0,31
BCAM24,2026-05,Northern Raccoon,0,31
BCAM24,2026-05,Striped Skunk,0,31
BCAM24,2026-05,Brush Rabbit,0,31
BCAM24,2026-05,Californian Sea Lion,0,31
BCAM24,2026-05,Domestic Cattle,0,31
BCAM24,2026-05,Elk,0,31
BCAM24,2026-05,Black-tailed Jackrabbit,0,31
BCAM24,2026-03,American Badger,0,31
BCAM24,2026-03,Bobcat,0,31
BCAM24,2026-03,Coyote,0,31
BCAM24,2026-03,Domestic Dog,1,31
BCAM24,2026-03,Human,12,31
BCAM24,2026-03,Human-Camera Trapper,0,31
BCAM24,2026-03,Mule Deer,0,31
BCAM24,2026-03,North American River Otter,0,31
BCAM24,2026-03,Northern Elephant Seal,0,31
BCAM24,2026-03,Northern Raccoon,0,31
BCAM24,2026-03,Striped Skunk,0,31
BCAM24,2026-03,Brush Rabbit,0,31
BCAM24,2026-03,Californian Sea Lion,0,31
BCAM24,2026-03,Domestic Cattle,0,31
BCAM24,2026-03,Elk,0,31
BCAM24,2026-03,Black-tailed Jackrabbit,0,31
BCAM24,2026-04,American Badger,0,30
BCAM24,2026-04,Bobcat,0,30
BCAM24,2026-04,Coyote,0,30
BCAM24,2026-04,Domestic Dog,0,30
BCAM24,2026-04,Human,6,30
BCAM24,2026-04,Human-Camera Trapper,2,30
BCAM24,2026-04,Mule Deer,0,30
BCAM24,2026-04,North American River Otter,0,30
BCAM24,2026-04,Northern Elephant Seal,0,30
BCAM24,2026-04,Northern Raccoon,0,30
BCAM24,2026-04,Striped Skunk,0,30
BCAM24,2026-04,Brush Rabbit,0,30
BCAM24,2026-04,Californian Sea Lion,0,30
BCAM24,2026-04,Domestic Cattle,0,30
BCAM24,2026-04,Elk,0,30
BCAM24,2026-04,Black-tailed Jackrabbit,0,30
BCAM25,2025-06,American Badger,0,30
BCAM25,2025-06,Bobcat,0,30
BCAM25,2025-06,Coyote,0,30
BCAM25,2025-06,Domestic Dog,0,30
BCAM25,2025-06,Human,3,30
BCAM25,2025-06,Human-Camera Trapper,3,30
BCAM25,2025-06,Mule Deer,0,30
BCAM25,2025-06,North American River Otter,0,30
BCAM25,2025-06,Northern Elephant Seal,0,30
BCAM25,2025-06,Northern Raccoon,0,30
BCAM25,2025-06,Striped Skunk,0,30
BCAM25,2025-06,Brush Rabbit,0,30
BCAM25,2025-06,Californian Sea Lion,0,30
BCAM25,2025-06,Domestic Cattle,0,30
BCAM25,2025-06,Elk,0,30
BCAM25,2025-06,Black-tailed Jackrabbit,1,30
BCAM25,2025-07,American Badger,0,31
BCAM25,2025-07,Bobcat,0,31
BCAM25,2025-07,Coyote,0,31
BCAM25,2025-07,Domestic Dog,1,31
BCAM25,2025-07,Human,5,31
BCAM25,2025-07,Human-Camera Trapper,0,31
BCAM25,2025-07,Mule Deer,0,31
BCAM25,2025-07,North American River Otter,0,31
BCAM25,2025-07,Northern Elephant Seal,0,31
BCAM25,2025-07,Northern Raccoon,0,31
BCAM25,2025-07,Striped Skunk,0,31
BCAM25,2025-07,Brush Rabbit,0,31
BCAM25,2025-07,Californian Sea Lion,0,31
BCAM25,2025-07,Domestic Cattle,0,31
BCAM25,2025-07,Elk,0,31
BCAM25,2025-07,Black-tailed Jackrabbit,2,31
BCAM25,2025-08,American Badger,0,31
BCAM25,2025-08,Bobcat,0,31
BCAM25,2025-08,Coyote,5,31
BCAM25,2025-08,Domestic Dog,2,31
BCAM25,2025-08,Human,2,31
BCAM25,2025-08,Human-Camera Trapper,2,31
BCAM25,2025-08,Mule Deer,0,31
BCAM25,2025-08,North American River Otter,0,31
BCAM25,2025-08,Northern Elephant Seal,0,31
BCAM25,2025-08,Northern Raccoon,0,31
BCAM25,2025-08,Striped Skunk,0,31
BCAM25,2025-08,Brush Rabbit,0,31
BCAM25,2025-08,Californian Sea Lion,0,31
BCAM25,2025-08,Domestic Cattle,0,31
BCAM25,2025-08,Elk,0,31
BCAM25,2025-08,Black-tailed Jackrabbit,1,31
BCAM25,2026-02,American Badger,0,28
BCAM25,2026-02,Bobcat,0,28
BCAM25,2026-02,Coyote,3,28
BCAM25,2026-02,Domestic Dog,5,28
BCAM25,2026-02,Human,15,28
BCAM25,2026-02,Human-Camera Trapper,2,28
BCAM25,2026-02,Mule Deer,1,28
BCAM25,2026-02,North American River Otter,0,28
BCAM25,2026-02,Northern Elephant Seal,0,28
BCAM25,2026-02,Northern Raccoon,0,28
BCAM25,2026-02,Striped Skunk,0,28
BCAM25,2026-02,Brush Rabbit,0,28
BCAM25,2026-02,Californian Sea Lion,0,28
BCAM25,2026-02,Domestic Cattle,0,28
BCAM25,2026-02,Elk,0,28
BCAM25,2026-02,Black-tailed Jackrabbit,2,28
BCAM25,2025-01,American Badger,0,28
BCAM25,2025-01,Bobcat,0,28
BCAM25,2025-01,Coyote,1,28
BCAM25,2025-01,Domestic Dog,2,28
BCAM25,2025-01,Human,6,28
BCAM25,2025-01,Human-Camera Trapper,1,28
BCAM25,2025-01,Mule Deer,0,28
BCAM25,2025-01,North American River Otter,0,28
BCAM25,2025-01,Northern Elephant Seal,0,28
BCAM25,2025-01,Northern Raccoon,0,28
BCAM25,2025-01,Striped Skunk,0,28
BCAM25,2025-01,Brush Rabbit,0,28
BCAM25,2025-01,Californian Sea Lion,0,28
BCAM25,2025-01,Domestic Cattle,0,28
BCAM25,2025-01,Elk,0,28
BCAM25,2025-01,Black-tailed Jackrabbit,0,28
BCAM25,2025-02,American Badger,0,28
BCAM25,2025-02,Bobcat,0,28
BCAM25,2025-02,Coyote,2,28
BCAM25,2025-02,Domestic Dog,4,28
BCAM25,2025-02,Human,6,28
BCAM25,2025-02,Human-Camera Trapper,4,28
BCAM25,2025-02,Mule Deer,0,28
BCAM25,2025-02,North American River Otter,0,28
BCAM25,2025-02,Northern Elephant Seal,0,28
BCAM25,2025-02,Northern Raccoon,0,28
BCAM25,2025-02,Striped Skunk,0,28
BCAM25,2025-02,Brush Rabbit,0,28
BCAM25,2025-02,Californian Sea Lion,0,28
BCAM25,2025-02,Domestic Cattle,0,28
BCAM25,2025-02,Elk,0,28
BCAM25,2025-02,Black-tailed Jackrabbit,0,28
BCAM25,2025-03,American Badger,0,31
BCAM25,2025-03,Bobcat,0,31
BCAM25,2025-03,Coyote,1,31
BCAM25,2025-03,Domestic Dog,1,31
BCAM25,2025-03,Human,5,31
BCAM25,2025-03,Human-Camera Trapper,1,31
BCAM25,2025-03,Mule Deer,0,31
BCAM25,2025-03,North American River Otter,0,31
BCAM25,2025-03,Northern Elephant Seal,0,31
BCAM25,2025-03,Northern Raccoon,0,31
BCAM25,2025-03,Striped Skunk,0,31
BCAM25,2025-03,Brush Rabbit,0,31
BCAM25,2025-03,Californian Sea Lion,0,31
BCAM25,2025-03,Domestic Cattle,0,31
BCAM25,2025-03,Elk,0,31
BCAM25,2025-03,Black-tailed Jackrabbit,0,31
BCAM25,2025-05,American Badger,0,31
BCAM25,2025-05,Bobcat,0,31
BCAM25,2025-05,Coyote,2,31
BCAM25,2025-05,Domestic Dog,0,31
BCAM25,2025-05,Human,0,31
BCAM25,2025-05,Human-Camera Trapper,0,31
BCAM25,2025-05,Mule Deer,0,31
BCAM25,2025-05,North American River Otter,0,31
BCAM25,2025-05,Northern Elephant Seal,0,31
BCAM25,2025-05,Northern Raccoon,0,31
BCAM25,2025-05,Striped Skunk,0,31
BCAM25,2025-05,Brush Rabbit,0,31
BCAM25,2025-05,Californian Sea Lion,0,31
BCAM25,2025-05,Domestic Cattle,0,31
BCAM25,2025-05,Elk,0,31
BCAM25,2025-05,Black-tailed Jackrabbit,0,31
BCAM25,2025-09,American Badger,0,30
BCAM25,2025-09,Bobcat,0,30
BCAM25,2025-09,Coyote,1,30
BCAM25,2025-09,Domestic Dog,0,30
BCAM25,2025-09,Human,0,30
BCAM25,2025-09,Human-Camera Trapper,2,30
BCAM25,2025-09,Mule Deer,0,30
BCAM25,2025-09,North American River Otter,0,30
BCAM25,2025-09,Northern Elephant Seal,0,30
BCAM25,2025-09,Northern Raccoon,1,30
BCAM25,2025-09,Striped Skunk,0,30
BCAM25,2025-09,Brush Rabbit,0,30
BCAM25,2025-09,Californian Sea Lion,0,30
BCAM25,2025-09,Domestic Cattle,0,30
BCAM25,2025-09,Elk,0,30
BCAM25,2025-09,Black-tailed Jackrabbit,0,30
BCAM25,2025-10,American Badger,0,31
BCAM25,2025-10,Bobcat,0,31
BCAM25,2025-10,Coyote,2,31
BCAM25,2025-10,Domestic Dog,1,31
BCAM25,2025-10,Human,4,31
BCAM25,2025-10,Human-Camera Trapper,2,31
BCAM25,2025-10,Mule Deer,0,31
BCAM25,2025-10,North American River Otter,0,31
BCAM25,2025-10,Northern Elephant Seal,0,31
BCAM25,2025-10,Northern Raccoon,0,31
BCAM25,2025-10,Striped Skunk,0,31
BCAM25,2025-10,Brush Rabbit,0,31
BCAM25,2025-10,Californian Sea Lion,0,31
BCAM25,2025-10,Domestic Cattle,0,31
BCAM25,2025-10,Elk,0,31
BCAM25,2025-10,Black-tailed Jackrabbit,0,31
BCAM25,2025-12,American Badger,0,31
BCAM25,2025-12,Bobcat,0,31
BCAM25,2025-12,Coyote,3,31
BCAM25,2025-12,Domestic Dog,4,31
BCAM25,2025-12,Human,4,31
BCAM25,2025-12,Human-Camera Trapper,2,31
BCAM25,2025-12,Mule Deer,0,31
BCAM25,2025-12,North American River Otter,0,31
BCAM25,2025-12,Northern Elephant Seal,0,31
BCAM25,2025-12,Northern Raccoon,0,31
BCAM25,2025-12,Striped Skunk,0,31
BCAM25,2025-12,Brush Rabbit,0,31
BCAM25,2025-12,Californian Sea Lion,0,31
BCAM25,2025-12,Domestic Cattle,1,31
BCAM25,2025-12,Elk,0,31
BCAM25,2025-12,Black-tailed Jackrabbit,0,31
BCAM25,2026-03,American Badger,0,31
BCAM25,2026-03,Bobcat,0,31
BCAM25,2026-03,Coyote,1,31
BCAM25,2026-03,Domestic Dog,1,31
BCAM25,2026-03,Human,6,31
BCAM25,2026-03,Human-Camera Trapper,0,31
BCAM25,2026-03,Mule Deer,0,31
BCAM25,2026-03,North American River Otter,0,31
BCAM25,2026-03,Northern Elephant Seal,0,31
BCAM25,2026-03,Northern Raccoon,0,31
BCAM25,2026-03,Striped Skunk,0,31
BCAM25,2026-03,Brush Rabbit,0,31
BCAM25,2026-03,Californian Sea Lion,0,31
BCAM25,2026-03,Domestic Cattle,0,31
BCAM25,2026-03,Elk,0,31
BCAM25,2026-03,Black-tailed Jackrabbit,0,31
BCAM25,2026-01,American Badger,0,31
BCAM25,2026-01,Bobcat,0,31
BCAM25,2026-01,Coyote,0,31
BCAM25,2026-01,Domestic Dog,2,31
BCAM25,2026-01,Human,13,31
BCAM25,2026-01,Human-Camera Trapper,2,31
BCAM25,2026-01,Mule Deer,0,31
BCAM25,2026-01,North American River Otter,0,31
BCAM25,2026-01,Northern Elephant Seal,0,31
BCAM25,2026-01,Northern Raccoon,0,31
BCAM25,2026-01,Striped Skunk,0,31
BCAM25,2026-01,Brush Rabbit,0,31
BCAM25,2026-01,Californian Sea Lion,0,31
BCAM25,2026-01,Domestic Cattle,0,31
BCAM25,2026-01,Elk,0,31
BCAM25,2026-01,Black-tailed Jackrabbit,0,31
BCAM25,2026-04,American Badger,0,30
BCAM25,2026-04,Bobcat,0,30
BCAM25,2026-04,Coyote,0,30
BCAM25,2026-04,Domestic Dog,1,30
BCAM25,2026-04,Human,2,30
BCAM25,2026-04,Human-Camera Trapper,2,30
BCAM25,2026-04,Mule Deer,0,30
BCAM25,2026-04,North American River Otter,0,30
BCAM25,2026-04,Northern Elephant Seal,0,30
BCAM25,2026-04,Northern Raccoon,0,30
BCAM25,2026-04,Striped Skunk,0,30
BCAM25,2026-04,Brush Rabbit,0,30
BCAM25,2026-04,Californian Sea Lion,0,30
BCAM25,2026-04,Domestic Cattle,0,30
BCAM25,2026-04,Elk,0,30
BCAM25,2026-04,Black-tailed Jackrabbit,0,30
BCAM25,2025-04,American Badger,0,30
BCAM25,2025-04,Bobcat,0,30
BCAM25,2025-04,Coyote,0,30
BCAM25,2025-04,Domestic Dog,0,30
BCAM25,2025-04,Human,2,30
BCAM25,2025-04,Human-Camera Trapper,1,30
BCAM25,2025-04,Mule Deer,0,30
BCAM25,2025-04,North American River Otter,0,30
BCAM25,2025-04,Northern Elephant Seal,0,30
BCAM25,2025-04,Northern Raccoon,1,30
BCAM25,2025-04,Striped Skunk,0,30
BCAM25,2025-04,Brush Rabbit,0,30
BCAM25,2025-04,Californian Sea Lion,0,30
BCAM25,2025-04,Domestic Cattle,0,30
BCAM25,2025-04,Elk,0,30
BCAM25,2025-04,Black-tailed Jackrabbit,0,30
BCAM25,2025-11,American Badger,0,30
BCAM25,2025-11,Bobcat,0,30
BCAM25,2025-11,Coyote,0,30
BCAM25,2025-11,Domestic Dog,0,30
BCAM25,2025-11,Human,1,30
BCAM25,2025-11,Human-Camera Trapper,0,30
BCAM25,2025-11,Mule Deer,0,30
BCAM25,2025-11,North American River Otter,0,30
BCAM25,2025-11,Northern Elephant Seal,0,30
BCAM25,2025-11,Northern Raccoon,0,30
BCAM25,2025-11,Striped Skunk,0,30
BCAM25,2025-11,Brush Rabbit,0,30
BCAM25,2025-11,Californian Sea Lion,0,30
BCAM25,2025-11,Domestic Cattle,0,30
BCAM25,2025-11,Elk,0,30
BCAM25,2025-11,Black-tailed Jackrabbit,0,30
BCAM25,2026-05,American Badger,0,31
BCAM25,2026-05,Bobcat,0,31
BCAM25,2026-05,Coyote,0,31
BCAM25,2026-05,Domestic Dog,0,31
BCAM25,2026-05,Human,2,31
BCAM25,2026-05,Human-Camera Trapper,1,31
BCAM25,2026-05,Mule Deer,0,31
BCAM25,2026-05,North American River Otter,0,31
BCAM25,2026-05,Northern Elephant Seal,0,31
BCAM25,2026-05,Northern Raccoon,0,31
BCAM25,2026-05,Striped Skunk,0,31
BCAM25,2026-05,Brush Rabbit,0,31
BCAM25,2026-05,Californian Sea Lion,0,31
BCAM25,2026-05,Domestic Cattle,0,31
BCAM25,2026-05,Elk,0,31
BCAM25,2026-05,Black-tailed Jackrabbit,0,31
BCAM26,2025-07,American Badger,1,31
BCAM26,2025-07,Bobcat,0,31
BCAM26,2025-07,Coyote,0,31
BCAM26,2025-07,Domestic Dog,0,31
BCAM26,2025-07,Human,9,31
BCAM26,2025-07,Human-Camera Trapper,0,31
BCAM26,2025-07,Mule Deer,33,31
BCAM26,2025-07,North American River Otter,0,31
BCAM26,2025-07,Northern Elephant Seal,0,31
BCAM26,2025-07,Northern Raccoon,1,31
BCAM26,2025-07,Striped Skunk,0,31
BCAM26,2025-07,Brush Rabbit,0,31
BCAM26,2025-07,Californian Sea Lion,0,31
BCAM26,2025-07,Domestic Cattle,0,31
BCAM26,2025-07,Elk,0,31
BCAM26,2025-07,Black-tailed Jackrabbit,0,31
BCAM26,2025-05,American Badger,0,22
BCAM26,2025-05,Bobcat,1,22
BCAM26,2025-05,Coyote,3,22
BCAM26,2025-05,Domestic Dog,0,22
BCAM26,2025-05,Human,6,22
BCAM26,2025-05,Human-Camera Trapper,0,22
BCAM26,2025-05,Mule Deer,1,22
BCAM26,2025-05,North American River Otter,0,22
BCAM26,2025-05,Northern Elephant Seal,0,22
BCAM26,2025-05,Northern Raccoon,3,22
BCAM26,2025-05,Striped Skunk,0,22
BCAM26,2025-05,Brush Rabbit,0,22
BCAM26,2025-05,Californian Sea Lion,0,22
BCAM26,2025-05,Domestic Cattle,0,22
BCAM26,2025-05,Elk,0,22
BCAM26,2025-05,Black-tailed Jackrabbit,0,22
BCAM26,2025-06,American Badger,0,28
BCAM26,2025-06,Bobcat,2,28
BCAM26,2025-06,Coyote,0,28
BCAM26,2025-06,Domestic Dog,0,28
BCAM26,2025-06,Human,7,28
BCAM26,2025-06,Human-Camera Trapper,3,28
BCAM26,2025-06,Mule Deer,4,28
BCAM26,2025-06,North American River Otter,0,28
BCAM26,2025-06,Northern Elephant Seal,0,28
BCAM26,2025-06,Northern Raccoon,6,28
BCAM26,2025-06,Striped Skunk,0,28
BCAM26,2025-06,Brush Rabbit,0,28
BCAM26,2025-06,Californian Sea Lion,0,28
BCAM26,2025-06,Domestic Cattle,0,28
BCAM26,2025-06,Elk,2,28
BCAM26,2025-06,Black-tailed Jackrabbit,0,28
BCAM26,2025-09,American Badger,0,30
BCAM26,2025-09,Bobcat,1,30
BCAM26,2025-09,Coyote,22,30
BCAM26,2025-09,Domestic Dog,0,30
BCAM26,2025-09,Human,13,30
BCAM26,2025-09,Human-Camera Trapper,2,30
BCAM26,2025-09,Mule Deer,53,30
BCAM26,2025-09,North American River Otter,0,30
BCAM26,2025-09,Northern Elephant Seal,0,30
BCAM26,2025-09,Northern Raccoon,0,30
BCAM26,2025-09,Striped Skunk,0,30
BCAM26,2025-09,Brush Rabbit,0,30
BCAM26,2025-09,Californian Sea Lion,0,30
BCAM26,2025-09,Domestic Cattle,0,30
BCAM26,2025-09,Elk,1,30
BCAM26,2025-09,Black-tailed Jackrabbit,0,30
BCAM26,2025-11,American Badger,0,30
BCAM26,2025-11,Bobcat,1,30
BCAM26,2025-11,Coyote,4,30
BCAM26,2025-11,Domestic Dog,0,30
BCAM26,2025-11,Human,9,30
BCAM26,2025-11,Human-Camera Trapper,0,30
BCAM26,2025-11,Mule Deer,1,30
BCAM26,2025-11,North American River Otter,0,30
BCAM26,2025-11,Northern Elephant Seal,0,30
BCAM26,2025-11,Northern Raccoon,3,30
BCAM26,2025-11,Striped Skunk,0,30
BCAM26,2025-11,Brush Rabbit,0,30
BCAM26,2025-11,Californian Sea Lion,0,30
BCAM26,2025-11,Domestic Cattle,0,30
BCAM26,2025-11,Elk,0,30
BCAM26,2025-11,Black-tailed Jackrabbit,0,30
BCAM26,2026-04,American Badger,0,30
BCAM26,2026-04,Bobcat,1,30
BCAM26,2026-04,Coyote,15,30
BCAM26,2026-04,Domestic Dog,1,30
BCAM26,2026-04,Human,14,30
BCAM26,2026-04,Human-Camera Trapper,2,30
BCAM26,2026-04,Mule Deer,3,30
BCAM26,2026-04,North American River Otter,1,30
BCAM26,2026-04,Northern Elephant Seal,0,30
BCAM26,2026-04,Northern Raccoon,3,30
BCAM26,2026-04,Striped Skunk,0,30
BCAM26,2026-04,Brush Rabbit,0,30
BCAM26,2026-04,Californian Sea Lion,0,30
BCAM26,2026-04,Domestic Cattle,0,30
BCAM26,2026-04,Elk,0,30
BCAM26,2026-04,Black-tailed Jackrabbit,0,30
BCAM26,2023-09,American Badger,0,12
BCAM26,2023-09,Bobcat,0,12
BCAM26,2023-09,Coyote,1,12
BCAM26,2023-09,Domestic Dog,0,12
BCAM26,2023-09,Human,4,12
BCAM26,2023-09,Human-Camera Trapper,3,12
BCAM26,2023-09,Mule Deer,0,12
BCAM26,2023-09,North American River Otter,0,12
BCAM26,2023-09,Northern Elephant Seal,0,12
BCAM26,2023-09,Northern Raccoon,0,12
BCAM26,2023-09,Striped Skunk,0,12
BCAM26,2023-09,Brush Rabbit,0,12
BCAM26,2023-09,Californian Sea Lion,0,12
BCAM26,2023-09,Domestic Cattle,0,12
BCAM26,2023-09,Elk,0,12
BCAM26,2023-09,Black-tailed Jackrabbit,0,12
BCAM26,2023-10,American Badger,0,31
BCAM26,2023-10,Bobcat,0,31
BCAM26,2023-10,Coyote,2,31
BCAM26,2023-10,Domestic Dog,0,31
BCAM26,2023-10,Human,4,31
BCAM26,2023-10,Human-Camera Trapper,1,31
BCAM26,2023-10,Mule Deer,8,31
BCAM26,2023-10,North American River Otter,1,31
BCAM26,2023-10,Northern Elephant Seal,0,31
BCAM26,2023-10,Northern Raccoon,11,31
BCAM26,2023-10,Striped Skunk,0,31
BCAM26,2023-10,Brush Rabbit,0,31
BCAM26,2023-10,Californian Sea Lion,0,31
BCAM26,2023-10,Domestic Cattle,0,31
BCAM26,2023-10,Elk,0,31
BCAM26,2023-10,Black-tailed Jackrabbit,0,31
BCAM26,2023-11,American Badger,0,4
BCAM26,2023-11,Bobcat,0,4
BCAM26,2023-11,Coyote,1,4
BCAM26,2023-11,Domestic Dog,0,4
BCAM26,2023-11,Human,0,4
BCAM26,2023-11,Human-Camera Trapper,2,4
BCAM26,2023-11,Mule Deer,0,4
BCAM26,2023-11,North American River Otter,0,4
BCAM26,2023-11,Northern Elephant Seal,0,4
